S.No,PO#,PO Date,Product,Qty,Price,POAmount,Vendor,Status,InventoryIn,InventoryOut,Balance
3954,4954,24-01-2022,Item-1,230,14,3220,Vendor-2,Pending,0,0,0
3955,4955,29-01-2022,Item-2,169,18,3042,Vendor-7,Pending,0,0,0
3956,4956,15-11-2022,Item-4,404,19,7676,Vendor-3,Received,7676,4928,2748
3957,4957,25-03-2022,Item-1,139,13,1807,Vendor-8,Received,1807,1217,590
3958,4958,21-01-2022,Item-1,310,18,5580,Vendor-5,Received,5580,3549.9,2030.1
3959,4959,05-05-2022,Item-4,256,15,3840,Vendor-10,Received,3840,1750.9,2089.1
3960,4960,08-10-2022,Item-3,386,10,3860,Vendor-9,Received,3860,3200.8,659.2
3961,4961,07-09-2022,Item-3,303,17,5151,Vendor-8,Received,5151,2359.3,2791.7
3962,4962,08-02-2022,Item-2,390,20,7800,Vendor-3,Pending,0,0,0
3963,4963,09-08-2022,Item-3,487,13,6331,Vendor-1,Pending,0,0,0
3964,4964,20-11-2022,Item-3,463,12,5556,Vendor-8,Pending,0,0,0
3965,4965,13-04-2022,Item-3,409,18,7362,Vendor-8,Received,7362,2560.1,4801.9
3966,4966,18-01-2022,Item-4,328,18,5904,Vendor-8,Pending,0,0,0
3967,4967,24-08-2022,Item-3,474,17,8058,Vendor-1,Received,8058,7573.2,484.8
3968,4968,17-12-2022,Item-3,244,16,3904,Vendor-7,Received,3904,3594,310
3969,4969,30-03-2022,Item-4,112,17,1904,Vendor-2,Received,1904,1593,311
3970,4970,27-11-2022,Item-3,487,19,9253,Vendor-5,Received,9253,4532.1,4720.9
3971,4971,10-05-2022,Item-1,438,11,4818,Vendor-2,Received,4818,3636.9,1181.1
3972,4972,02-09-2022,Item-3,134,14,1876,Vendor-5,Received,1876,1543.4,332.6
3973,4973,02-11-2022,Item-2,426,19,8094,Vendor-1,Received,8094,5397.6,2696.4
3974,4974,10-09-2022,Item-1,410,12,4920,Vendor-3,Received,4920,3216.1,1703.9
3975,4975,27-06-2022,Item-3,428,10,4280,Vendor-9,Received,4280,1652.8,2627.2
3976,4976,20-03-2022,Item-4,383,19,7277,Vendor-10,Pending,0,0,0
3977,4977,08-04-2022,Item-2,129,13,1677,Vendor-2,Pending,0,0,0
3978,4978,23-01-2022,Item-1,179,18,3222,Vendor-6,Received,3222,2589.6,632.4
3979,4979,13-02-2022,Item-4,494,17,8398,Vendor-9,Pending,0,0,0
3980,4980,08-07-2022,Item-2,171,20,3420,Vendor-8,Received,3420,2754.6,665.4
3981,4981,16-12-2022,Item-1,428,17,7276,Vendor-5,Pending,0,0,0
3982,4982,13-03-2022,Item-3,475,16,7600,Vendor-3,Pending,0,0,0
3983,4983,04-02-2022,Item-2,234,14,3276,Vendor-2,Pending,0,0,0
3984,4984,05-12-2022,Item-2,391,15,5865,Vendor-6,Received,5865,3222.8,2642.2
3985,4985,30-12-2022,Item-2,184,14,2576,Vendor-2,Pending,0,0,0
3986,4986,21-12-2022,Item-3,175,10,1750,Vendor-10,Pending,0,0,0
3987,4987,07-10-2022,Item-1,341,14,4774,Vendor-5,Received,4774,3523,1251
3988,4988,03-02-2022,Item-4,136,17,2312,Vendor-9,Pending,0,0,0
3989,4989,18-05-2022,Item-1,486,17,8262,Vendor-3,Received,8262,7572,690
3990,4990,18-10-2022,Item-1,175,17,2975,Vendor-1,Pending,0,0,0
3991,4991,11-12-2022,Item-3,313,19,5947,Vendor-1,Pending,0,0,0
3992,4992,28-11-2022,Item-2,431,10,4310,Vendor-7,Pending,0,0,0
3993,4993,13-08-2022,Item-4,443,15,6645,Vendor-1,Received,6645,3849.1,2795.9
3994,4994,02-08-2022,Item-3,106,18,1908,Vendor-3,Pending,0,0,0
3995,4995,04-12-2022,Item-1,184,16,2944,Vendor-6,Pending,0,0,0
3996,4996,05-01-2022,Item-4,363,14,5082,Vendor-1,Received,5082,1584.6,3497.4
3997,4997,31-12-2022,Item-4,330,20,6600,Vendor-8,Received,6600,3272.8,3327.2
3998,4998,09-05-2022,Item-2,383,11,4213,Vendor-5,Received,4213,2228.9,1984.1
3999,4999,15-04-2022,Item-3,309,14,4326,Vendor-5,Pending,0,0,0
4000,5000,11-07-2022,Item-1,343,11,3773,Vendor-2,Pending,0,0,0
4001,5001,11-07-2022,Item-1,441,18,7938,Vendor-10,Pending,0,0,0
4002,5002,13-02-2022,Item-4,239,18,4302,Vendor-3,Received,4302,4064.5,237.5
4003,5003,15-04-2022,Item-2,471,15,7065,Vendor-6,Received,7065,3898.4,3166.6
4004,5004,14-09-2022,Item-1,232,17,3944,Vendor-4,Received,3944,2559,1385
4005,5005,10-02-2022,Item-1,214,19,4066,Vendor-10,Pending,0,0,0
4006,5006,25-05-2022,Item-2,442,16,7072,Vendor-8,Received,7072,2246.2,4825.8
4007,5007,02-08-2022,Item-4,394,14,5516,Vendor-6,Received,5516,4880.6,635.4
4008,5008,06-01-2022,Item-3,100,17,1700,Vendor-5,Pending,0,0,0
4009,5009,30-04-2022,Item-4,382,16,6112,Vendor-8,Pending,0,0,0
4010,5010,28-08-2022,Item-4,145,13,1885,Vendor-9,Pending,0,0,0
4011,5011,09-10-2022,Item-4,182,16,2912,Vendor-4,Pending,0,0,0
4012,5012,08-09-2022,Item-2,408,14,5712,Vendor-5,Received,5712,3202.7,2509.3
4013,5013,01-12-2022,Item-4,200,18,3600,Vendor-3,Received,3600,1067.9,2532.1
4014,5014,18-09-2022,Item-4,376,12,4512,Vendor-1,Received,4512,1147.1,3364.9
4015,5015,05-07-2022,Item-2,312,17,5304,Vendor-2,Received,5304,4787.4,516.6
4016,5016,21-12-2022,Item-3,387,10,3870,Vendor-1,Received,3870,3012.6,857.4
4017,5017,24-05-2022,Item-2,267,10,2670,Vendor-5,Received,2670,2337.3,332.7
4018,5018,11-09-2022,Item-2,188,13,2444,Vendor-8,Pending,0,0,0
4019,5019,06-12-2022,Item-3,107,12,1284,Vendor-5,Received,1284,1054,230
4020,5020,14-11-2022,Item-3,401,19,7619,Vendor-10,Received,7619,6411.6,1207.4
4021,5021,14-09-2022,Item-1,183,20,3660,Vendor-1,Pending,0,0,0
4022,5022,28-11-2022,Item-3,109,11,1199,Vendor-2,Pending,0,0,0
4023,5023,09-03-2022,Item-1,108,20,2160,Vendor-5,Pending,0,0,0
4024,5024,18-12-2022,Item-1,402,19,7638,Vendor-7,Received,7638,3356.6,4281.4
4025,5025,20-05-2022,Item-1,308,18,5544,Vendor-6,Received,5544,2792.6,2751.4
4026,5026,19-02-2022,Item-2,435,15,6525,Vendor-1,Received,6525,1441.1,5083.9
4027,5027,19-02-2022,Item-3,254,18,4572,Vendor-6,Received,4572,3629.6,942.4
4028,5028,27-01-2022,Item-1,396,12,4752,Vendor-3,Pending,0,0,0
4029,5029,20-09-2022,Item-2,254,19,4826,Vendor-7,Pending,0,0,0
4030,5030,03-11-2022,Item-1,459,18,8262,Vendor-7,Pending,0,0,0
4031,5031,18-05-2022,Item-4,439,16,7024,Vendor-6,Pending,0,0,0
4032,5032,11-09-2022,Item-4,419,10,4190,Vendor-4,Pending,0,0,0
4033,5033,21-11-2022,Item-3,301,19,5719,Vendor-5,Pending,0,0,0
4034,5034,14-09-2022,Item-1,140,15,2100,Vendor-4,Pending,0,0,0
4035,5035,07-05-2022,Item-3,409,17,6953,Vendor-2,Pending,0,0,0
4036,5036,07-11-2022,Item-2,224,19,4256,Vendor-6,Received,4256,2364.2,1891.8
4037,5037,30-04-2022,Item-2,192,16,3072,Vendor-9,Pending,0,0,0
4038,5038,16-09-2022,Item-2,170,18,3060,Vendor-5,Received,3060,1466.6,1593.4
4039,5039,02-12-2022,Item-4,125,11,1375,Vendor-6,Pending,0,0,0
4040,5040,02-01-2022,Item-3,386,20,7720,Vendor-7,Received,7720,3252.3,4467.7
4041,5041,31-12-2022,Item-4,275,10,2750,Vendor-7,Received,2750,1652.1,1097.9
4042,5042,15-02-2022,Item-1,424,15,6360,Vendor-5,Pending,0,0,0
4043,5043,30-04-2022,Item-1,110,13,1430,Vendor-9,Received,1430,1255.6,174.4
4044,5044,27-02-2022,Item-1,321,18,5778,Vendor-10,Received,5778,5306.6,471.4
4045,5045,03-02-2022,Item-1,337,10,3370,Vendor-6,Received,3370,3267,103
4046,5046,14-06-2022,Item-1,481,14,6734,Vendor-7,Pending,0,0,0
4047,5047,22-10-2022,Item-4,275,12,3300,Vendor-10,Received,3300,3163.4,136.6
4048,5048,21-01-2022,Item-1,462,18,8316,Vendor-10,Received,8316,5994.3,2321.7
4049,5049,16-05-2022,Item-1,165,13,2145,Vendor-3,Received,2145,1732.6,412.4
4050,5050,10-08-2022,Item-3,463,15,6945,Vendor-3,Received,6945,1973.9,4971.1
4051,5051,31-10-2022,Item-3,308,10,3080,Vendor-4,Received,3080,1156.9,1923.1
4052,5052,12-12-2022,Item-3,170,12,2040,Vendor-2,Received,2040,1715,325
4053,5053,15-02-2022,Item-2,197,14,2758,Vendor-1,Received,2758,1359.4,1398.6
4054,5054,12-08-2022,Item-1,107,19,2033,Vendor-8,Pending,0,0,0
4055,5055,08-01-2022,Item-4,399,20,7980,Vendor-10,Pending,0,0,0
4056,5056,05-02-2022,Item-1,142,12,1704,Vendor-6,Pending,0,0,0
4057,5057,23-09-2022,Item-4,137,15,2055,Vendor-7,Received,2055,1592.5,462.5
4058,5058,29-05-2022,Item-4,314,20,6280,Vendor-5,Pending,0,0,0
4059,5059,25-04-2022,Item-3,330,14,4620,Vendor-8,Received,4620,3139.8,1480.2
4060,5060,25-05-2022,Item-2,236,15,3540,Vendor-10,Pending,0,0,0
4061,5061,05-03-2022,Item-2,252,10,2520,Vendor-10,Pending,0,0,0
4062,5062,09-10-2022,Item-4,224,18,4032,Vendor-9,Pending,0,0,0
4063,5063,17-02-2022,Item-2,276,12,3312,Vendor-10,Received,3312,1854.2,1457.8
4064,5064,11-04-2022,Item-4,415,11,4565,Vendor-3,Received,4565,2750.2,1814.8
4065,5065,07-10-2022,Item-3,124,13,1612,Vendor-7,Pending,0,0,0
4066,5066,24-08-2022,Item-3,192,12,2304,Vendor-8,Pending,0,0,0
4067,5067,20-12-2022,Item-3,221,11,2431,Vendor-1,Received,2431,2369.3,61.7
4068,5068,20-10-2022,Item-2,428,17,7276,Vendor-4,Pending,0,0,0
4069,5069,26-12-2022,Item-1,159,18,2862,Vendor-4,Received,2862,1446.6,1415.4
4070,5070,15-07-2022,Item-2,325,11,3575,Vendor-4,Pending,0,0,0
4071,5071,18-07-2022,Item-3,285,20,5700,Vendor-3,Received,5700,3646.5,2053.5
4072,5072,25-03-2022,Item-3,408,11,4488,Vendor-8,Received,4488,2925.9,1562.1
4073,5073,30-01-2022,Item-4,170,14,2380,Vendor-5,Pending,0,0,0
4074,5074,31-01-2022,Item-3,225,12,2700,Vendor-3,Received,2700,1810.1,889.9
4075,5075,15-11-2022,Item-1,409,10,4090,Vendor-7,Pending,0,0,0
4076,5076,11-02-2022,Item-1,366,18,6588,Vendor-1,Received,6588,4988.3,1599.7
4077,5077,09-12-2022,Item-3,343,17,5831,Vendor-10,Pending,0,0,0
4078,5078,14-07-2022,Item-1,126,18,2268,Vendor-10,Pending,0,0,0
4079,5079,30-09-2022,Item-1,277,17,4709,Vendor-2,Received,4709,3101.5,1607.5
4080,5080,24-11-2022,Item-4,193,16,3088,Vendor-10,Pending,0,0,0
4081,5081,20-08-2022,Item-3,251,14,3514,Vendor-8,Received,3514,2666.7,847.3
4082,5082,01-08-2022,Item-3,306,16,4896,Vendor-10,Pending,0,0,0
4083,5083,14-01-2022,Item-3,208,11,2288,Vendor-9,Pending,0,0,0
4084,5084,06-04-2022,Item-4,315,13,4095,Vendor-5,Received,4095,1336.1,2758.9
4085,5085,01-03-2022,Item-2,356,15,5340,Vendor-4,Pending,0,0,0
4086,5086,10-06-2022,Item-3,491,16,7856,Vendor-3,Pending,0,0,0
4087,5087,24-04-2022,Item-2,325,11,3575,Vendor-7,Received,3575,2680.3,894.7
4088,5088,26-05-2022,Item-1,130,14,1820,Vendor-9,Received,1820,1142.9,677.1
4089,5089,06-03-2022,Item-1,351,18,6318,Vendor-3,Pending,0,0,0
4090,5090,04-09-2022,Item-3,251,20,5020,Vendor-9,Pending,0,0,0
4091,5091,12-02-2022,Item-3,224,13,2912,Vendor-10,Received,2912,1252.9,1659.1
4092,5092,17-09-2022,Item-3,382,11,4202,Vendor-8,Received,4202,1859.7,2342.3
4093,5093,05-02-2022,Item-1,389,11,4279,Vendor-1,Pending,0,0,0
4094,5094,09-01-2022,Item-1,325,10,3250,Vendor-6,Pending,0,0,0
4095,5095,15-10-2022,Item-2,412,11,4532,Vendor-10,Received,4532,3489.2,1042.8
4096,5096,25-11-2022,Item-3,285,19,5415,Vendor-1,Pending,0,0,0
4097,5097,16-07-2022,Item-2,121,14,1694,Vendor-6,Pending,0,0,0
4098,5098,21-11-2022,Item-2,160,15,2400,Vendor-4,Received,2400,1439.7,960.3
4099,5099,31-12-2022,Item-1,283,15,4245,Vendor-3,Pending,0,0,0
4100,5100,21-01-2022,Item-3,192,12,2304,Vendor-9,Pending,0,0,0
4101,5101,19-02-2022,Item-2,216,13,2808,Vendor-6,Received,2808,2047.4,760.6
4102,5102,24-06-2022,Item-1,257,12,3084,Vendor-9,Pending,0,0,0
4103,5103,15-10-2022,Item-2,362,13,4706,Vendor-2,Pending,0,0,0
4104,5104,18-11-2022,Item-1,494,14,6916,Vendor-4,Received,6916,5690.3,1225.7
4105,5105,13-09-2022,Item-1,133,20,2660,Vendor-5,Received,2660,1315.8,1344.2
4106,5106,29-10-2022,Item-2,126,20,2520,Vendor-3,Pending,0,0,0
4107,5107,20-08-2022,Item-3,348,20,6960,Vendor-7,Received,6960,4899.5,2060.5
4108,5108,24-05-2022,Item-3,445,16,7120,Vendor-9,Pending,0,0,0
4109,5109,05-09-2022,Item-1,442,13,5746,Vendor-9,Received,5746,4571.4,1174.6
4110,5110,02-08-2022,Item-4,132,10,1320,Vendor-10,Pending,0,0,0
4111,5111,04-08-2022,Item-2,236,13,3068,Vendor-9,Received,3068,1353.2,1714.8
4112,5112,23-08-2022,Item-2,231,19,4389,Vendor-7,Pending,0,0,0
4113,5113,27-08-2022,Item-4,157,19,2983,Vendor-8,Pending,0,0,0
4114,5114,22-11-2022,Item-4,270,17,4590,Vendor-8,Received,4590,3926.3,663.7
4115,5115,02-08-2022,Item-1,466,14,6524,Vendor-5,Received,6524,1685.4,4838.6
4116,5116,06-01-2022,Item-1,283,11,3113,Vendor-3,Received,3113,1109.2,2003.8
4117,5117,01-05-2022,Item-4,136,15,2040,Vendor-8,Received,2040,2031.8,8.2
4118,5118,11-02-2022,Item-2,244,17,4148,Vendor-8,Received,4148,2098.9,2049.1
4119,5119,19-12-2022,Item-3,194,20,3880,Vendor-10,Received,3880,2877,1003
4120,5120,16-08-2022,Item-2,324,15,4860,Vendor-5,Received,4860,4529.1,330.9
4121,5121,06-01-2022,Item-2,392,13,5096,Vendor-9,Pending,0,0,0
4122,5122,27-01-2022,Item-4,238,19,4522,Vendor-8,Pending,0,0,0
4123,5123,02-06-2022,Item-2,371,14,5194,Vendor-10,Pending,0,0,0
4124,5124,20-09-2022,Item-2,199,10,1990,Vendor-5,Received,1990,1039.7,950.3
4125,5125,09-05-2022,Item-3,264,10,2640,Vendor-2,Pending,0,0,0
4126,5126,11-04-2022,Item-1,109,15,1635,Vendor-3,Pending,0,0,0
4127,5127,07-01-2022,Item-4,141,16,2256,Vendor-4,Pending,0,0,0
4128,5128,21-09-2022,Item-1,253,10,2530,Vendor-9,Pending,0,0,0
4129,5129,26-10-2022,Item-1,325,11,3575,Vendor-10,Received,3575,1781.1,1793.9
4130,5130,28-12-2022,Item-1,457,18,8226,Vendor-3,Received,8226,5907,2319
4131,5131,18-02-2022,Item-4,492,13,6396,Vendor-10,Pending,0,0,0
4132,5132,30-01-2022,Item-1,406,13,5278,Vendor-6,Received,5278,3253.9,2024.1
4133,5133,29-10-2022,Item-3,141,13,1833,Vendor-5,Received,1833,1378.4,454.6
4134,5134,09-10-2022,Item-4,288,15,4320,Vendor-1,Pending,0,0,0
4135,5135,09-08-2022,Item-3,189,15,2835,Vendor-6,Pending,0,0,0
4136,5136,20-01-2022,Item-2,317,15,4755,Vendor-6,Received,4755,2293.7,2461.3
4137,5137,04-11-2022,Item-3,456,14,6384,Vendor-2,Pending,0,0,0
4138,5138,04-03-2022,Item-1,143,10,1430,Vendor-2,Received,1430,1151.6,278.4
4139,5139,16-07-2022,Item-4,401,15,6015,Vendor-9,Pending,0,0,0
4140,5140,08-01-2022,Item-1,243,15,3645,Vendor-5,Received,3645,1761.9,1883.1
4141,5141,16-07-2022,Item-4,491,17,8347,Vendor-5,Pending,0,0,0
4142,5142,20-01-2022,Item-2,179,12,2148,Vendor-4,Pending,0,0,0
4143,5143,24-10-2022,Item-2,475,10,4750,Vendor-7,Pending,0,0,0
4144,5144,05-01-2022,Item-3,493,13,6409,Vendor-2,Received,6409,1941.2,4467.8
4145,5145,19-01-2022,Item-1,178,18,3204,Vendor-8,Pending,0,0,0
4146,5146,15-02-2022,Item-2,368,19,6992,Vendor-3,Received,6992,1990.9,5001.1
4147,5147,07-03-2022,Item-2,384,11,4224,Vendor-7,Pending,0,0,0
4148,5148,15-02-2022,Item-2,418,10,4180,Vendor-4,Pending,0,0,0
4149,5149,05-08-2022,Item-2,191,14,2674,Vendor-3,Pending,0,0,0
4150,5150,11-05-2022,Item-4,387,14,5418,Vendor-4,Received,5418,1467.5,3950.5
4151,5151,21-03-2022,Item-1,469,12,5628,Vendor-9,Received,5628,2677.6,2950.4
4152,5152,01-08-2022,Item-3,248,12,2976,Vendor-7,Received,2976,1068.4,1907.6
4153,5153,23-12-2022,Item-2,259,11,2849,Vendor-10,Received,2849,2254.1,594.9
4154,5154,06-10-2022,Item-4,419,10,4190,Vendor-10,Pending,0,0,0
4155,5155,17-09-2022,Item-4,384,15,5760,Vendor-8,Received,5760,1107.3,4652.7
4156,5156,02-04-2022,Item-3,312,10,3120,Vendor-3,Received,3120,2955.8,164.2
4157,5157,16-05-2022,Item-1,463,12,5556,Vendor-7,Pending,0,0,0
4158,5158,18-09-2022,Item-1,232,13,3016,Vendor-2,Pending,0,0,0
4159,5159,08-08-2022,Item-3,454,14,6356,Vendor-10,Pending,0,0,0
4160,5160,15-10-2022,Item-4,270,16,4320,Vendor-6,Received,4320,2811.2,1508.8
4161,5161,12-03-2022,Item-2,188,18,3384,Vendor-2,Received,3384,2588.8,795.2
4162,5162,28-10-2022,Item-2,416,18,7488,Vendor-5,Pending,0,0,0
4163,5163,23-10-2022,Item-2,342,13,4446,Vendor-8,Received,4446,3058,1388
4164,5164,12-11-2022,Item-2,218,19,4142,Vendor-7,Received,4142,1823.2,2318.8
4165,5165,16-11-2022,Item-4,381,18,6858,Vendor-8,Received,6858,6604.4,253.6
4166,5166,12-01-2022,Item-2,336,10,3360,Vendor-7,Pending,0,0,0
4167,5167,29-04-2022,Item-2,291,10,2910,Vendor-10,Pending,0,0,0
4168,5168,18-01-2022,Item-1,413,18,7434,Vendor-7,Pending,0,0,0
4169,5169,02-06-2022,Item-1,303,11,3333,Vendor-4,Received,3333,1440.2,1892.8
4170,5170,16-03-2022,Item-3,395,16,6320,Vendor-7,Received,6320,2024.8,4295.2
4171,5171,20-10-2022,Item-1,297,11,3267,Vendor-9,Pending,0,0,0
4172,5172,19-05-2022,Item-3,308,18,5544,Vendor-5,Received,5544,1433.6,4110.4
4173,5173,14-08-2022,Item-3,392,20,7840,Vendor-1,Received,7840,4669.8,3170.2
4174,5174,20-09-2022,Item-4,229,12,2748,Vendor-1,Received,2748,1912.9,835.1
4175,5175,15-02-2022,Item-4,459,15,6885,Vendor-3,Received,6885,6790.7,94.3
4176,5176,17-01-2022,Item-3,332,16,5312,Vendor-8,Pending,0,0,0
4177,5177,30-04-2022,Item-3,286,15,4290,Vendor-5,Received,4290,1800.6,2489.4
4178,5178,06-11-2022,Item-3,401,18,7218,Vendor-7,Received,7218,1542.2,5675.8
4179,5179,16-11-2022,Item-3,268,11,2948,Vendor-6,Received,2948,2279.3,668.7
4180,5180,19-01-2022,Item-3,392,13,5096,Vendor-8,Received,5096,4616.9,479.1
4181,5181,12-10-2022,Item-2,219,15,3285,Vendor-7,Received,3285,1124.2,2160.8
4182,5182,05-10-2022,Item-4,368,14,5152,Vendor-10,Received,5152,1492.8,3659.2
4183,5183,11-08-2022,Item-1,114,12,1368,Vendor-3,Pending,0,0,0
4184,5184,23-01-2022,Item-3,402,13,5226,Vendor-7,Received,5226,1031.8,4194.2
4185,5185,31-10-2022,Item-2,151,10,1510,Vendor-2,Pending,0,0,0
4186,5186,06-05-2022,Item-3,264,15,3960,Vendor-4,Received,3960,3312.6,647.4
4187,5187,01-09-2022,Item-3,173,12,2076,Vendor-5,Received,2076,1513,563
4188,5188,04-04-2022,Item-1,479,14,6706,Vendor-1,Pending,0,0,0
4189,5189,04-04-2022,Item-3,246,20,4920,Vendor-7,Received,4920,4703.4,216.6
4190,5190,13-03-2022,Item-2,354,19,6726,Vendor-6,Received,6726,1734.3,4991.7
4191,5191,15-01-2022,Item-4,146,10,1460,Vendor-5,Received,1460,1231.1,228.9
4192,5192,11-03-2022,Item-1,450,11,4950,Vendor-3,Pending,0,0,0
4193,5193,31-03-2022,Item-1,446,12,5352,Vendor-3,Received,5352,1130,4222
4194,5194,15-04-2022,Item-1,388,11,4268,Vendor-10,Received,4268,2482.3,1785.7
4195,5195,30-06-2022,Item-1,142,19,2698,Vendor-10,Received,2698,1974,724
4196,5196,15-02-2022,Item-4,188,15,2820,Vendor-4,Received,2820,2797.9,22.1
4197,5197,16-09-2022,Item-1,173,19,3287,Vendor-6,Received,3287,1475.7,1811.3
4198,5198,02-01-2022,Item-2,302,18,5436,Vendor-4,Received,5436,4760.6,675.4
4199,5199,20-03-2022,Item-4,395,18,7110,Vendor-5,Received,7110,3151.2,3958.8
4200,5200,20-09-2022,Item-3,187,17,3179,Vendor-8,Pending,0,0,0
4201,5201,06-12-2022,Item-3,222,14,3108,Vendor-5,Pending,0,0,0
4202,5202,19-06-2022,Item-3,364,11,4004,Vendor-4,Pending,0,0,0
4203,5203,08-04-2022,Item-3,146,12,1752,Vendor-3,Pending,0,0,0
4204,5204,03-08-2022,Item-3,220,16,3520,Vendor-9,Received,3520,2368.4,1151.6
4205,5205,20-09-2022,Item-3,281,14,3934,Vendor-8,Pending,0,0,0
4206,5206,10-12-2022,Item-3,379,11,4169,Vendor-3,Received,4169,3565.7,603.3
4207,5207,22-02-2022,Item-2,197,19,3743,Vendor-4,Pending,0,0,0
4208,5208,24-08-2022,Item-2,107,15,1605,Vendor-6,Received,1605,1500.7,104.3
4209,5209,09-08-2022,Item-2,183,14,2562,Vendor-9,Received,2562,2330.9,231.1
4210,5210,12-06-2022,Item-1,453,14,6342,Vendor-6,Received,6342,5055.8,1286.2
4211,5211,18-02-2022,Item-2,456,13,5928,Vendor-1,Received,5928,2800.6,3127.4
4212,5212,18-09-2022,Item-4,123,15,1845,Vendor-8,Pending,0,0,0
4213,5213,23-01-2022,Item-4,236,18,4248,Vendor-2,Received,4248,2825,1423
4214,5214,08-02-2022,Item-4,195,16,3120,Vendor-4,Pending,0,0,0
4215,5215,18-04-2022,Item-2,142,20,2840,Vendor-1,Received,2840,2421.2,418.8
4216,5216,11-01-2022,Item-2,293,20,5860,Vendor-6,Received,5860,4419.8,1440.2
4217,5217,06-02-2022,Item-3,283,20,5660,Vendor-2,Received,5660,2847.9,2812.1
4218,5218,13-11-2022,Item-4,195,17,3315,Vendor-9,Pending,0,0,0
4219,5219,16-08-2022,Item-3,451,15,6765,Vendor-10,Received,6765,3858.2,2906.8
4220,5220,06-12-2022,Item-4,266,13,3458,Vendor-10,Received,3458,2247,1211
4221,5221,27-03-2022,Item-4,226,19,4294,Vendor-10,Received,4294,2086.3,2207.7
4222,5222,19-01-2022,Item-2,314,19,5966,Vendor-10,Pending,0,0,0
4223,5223,30-05-2022,Item-3,315,18,5670,Vendor-9,Received,5670,4690.1,979.9
4224,5224,04-09-2022,Item-2,336,14,4704,Vendor-2,Pending,0,0,0
4225,5225,19-12-2022,Item-2,332,20,6640,Vendor-1,Pending,0,0,0
4226,5226,21-05-2022,Item-3,166,18,2988,Vendor-3,Received,2988,2130.8,857.2
4227,5227,14-08-2022,Item-3,338,14,4732,Vendor-6,Received,4732,1811.8,2920.2
4228,5228,06-01-2022,Item-2,300,18,5400,Vendor-2,Pending,0,0,0
4229,5229,03-01-2022,Item-1,166,10,1660,Vendor-10,Pending,0,0,0
4230,5230,21-08-2022,Item-3,171,17,2907,Vendor-4,Received,2907,1007.1,1899.9
4231,5231,23-12-2022,Item-1,105,14,1470,Vendor-3,Pending,0,0,0
4232,5232,06-12-2022,Item-3,225,13,2925,Vendor-9,Pending,0,0,0
4233,5233,03-10-2022,Item-1,189,13,2457,Vendor-3,Pending,0,0,0
4234,5234,29-08-2022,Item-3,489,17,8313,Vendor-3,Pending,0,0,0
4235,5235,06-04-2022,Item-1,233,20,4660,Vendor-5,Received,4660,2175,2485
4236,5236,12-04-2022,Item-1,439,14,6146,Vendor-8,Pending,0,0,0
4237,5237,15-05-2022,Item-1,342,11,3762,Vendor-5,Received,3762,3263,499
4238,5238,07-02-2022,Item-1,432,14,6048,Vendor-5,Received,6048,2403.9,3644.1
4239,5239,12-11-2022,Item-2,423,10,4230,Vendor-7,Pending,0,0,0
4240,5240,12-09-2022,Item-1,493,20,9860,Vendor-1,Pending,0,0,0
4241,5241,03-04-2022,Item-4,182,17,3094,Vendor-6,Received,3094,2625.1,468.9
4242,5242,11-03-2022,Item-3,380,19,7220,Vendor-7,Pending,0,0,0
4243,5243,14-08-2022,Item-2,189,14,2646,Vendor-7,Pending,0,0,0
4244,5244,26-06-2022,Item-1,361,20,7220,Vendor-5,Received,7220,5895.6,1324.4
4245,5245,30-10-2022,Item-1,456,18,8208,Vendor-4,Pending,0,0,0
4246,5246,12-04-2022,Item-4,393,15,5895,Vendor-9,Pending,0,0,0
4247,5247,03-05-2022,Item-3,371,13,4823,Vendor-9,Pending,0,0,0
4248,5248,25-03-2022,Item-2,324,11,3564,Vendor-6,Received,3564,2245.6,1318.4
4249,5249,26-09-2022,Item-2,175,13,2275,Vendor-5,Received,2275,2024.6,250.4
4250,5250,07-06-2022,Item-3,188,14,2632,Vendor-9,Received,2632,2520.9,111.1
4251,5251,30-06-2022,Item-1,138,14,1932,Vendor-5,Pending,0,0,0
4252,5252,07-05-2022,Item-4,109,15,1635,Vendor-3,Pending,0,0,0
4253,5253,22-06-2022,Item-3,114,16,1824,Vendor-7,Pending,0,0,0
4254,5254,15-08-2022,Item-3,257,16,4112,Vendor-5,Received,4112,1330,2782
4255,5255,08-06-2022,Item-2,335,19,6365,Vendor-7,Pending,0,0,0
4256,5256,20-05-2022,Item-3,249,17,4233,Vendor-3,Received,4233,1458.8,2774.2
4257,5257,12-08-2022,Item-2,226,20,4520,Vendor-7,Received,4520,2329.7,2190.3
4258,5258,21-09-2022,Item-2,117,12,1404,Vendor-1,Pending,0,0,0
4259,5259,19-03-2022,Item-2,286,10,2860,Vendor-9,Pending,0,0,0
4260,5260,17-09-2022,Item-3,140,17,2380,Vendor-5,Pending,0,0,0
4261,5261,02-03-2022,Item-3,161,11,1771,Vendor-1,Received,1771,1515.4,255.6
4262,5262,26-02-2022,Item-3,370,13,4810,Vendor-6,Pending,0,0,0
4263,5263,21-01-2022,Item-3,103,14,1442,Vendor-7,Received,1442,1388.2,53.8
4264,5264,12-09-2022,Item-4,164,20,3280,Vendor-3,Pending,0,0,0
